0,Category:Prime_Ministers_of_Morocco,تصنيف:رؤساء_وزراء_مغاربة
0,Category:Government_ministers_of_Iran,تصنيف:وزراء_حكومة_إيران
0,Category:Government_ministers_of_Turkey,تصنيف:وزراء_أتراك
0,Category:Palestinian_politicians,تصنيف:سياسيون_فلسطينيون
0,Category:Syrian_politicians,تصنيف:سياسيون_سوريون
0,Category:Turkish_politicians,تصنيف:سياسيون_أتراك
0,Category:Egyptian_politicians,تصنيف:سياسيون_مصريون
0,Category:Iraqi_politicians,تصنيف:سياسيون_عراقيون
0,Category:Iranian_politicians,تصنيف:سياسيون_إيرانيون
0,Category:Lebanese_politicians,تصنيف:سياسيون_لبنانيون
0,Category:Kuwaiti_politicians,تصنيف:سياسيون_كويتيون
0,Category:Saudi_Arabian_politicians,تصنيف:سياسيون_سعوديون
0,Category:Jordanian_politicians,تصنيف:سياسيون_أردنيون
0,Category:Yemeni_politicians,تصنيف:سياسيون_يمنيون
0,Category:Omani_politicians,تصنيف:سياسيون_عمانيون
0,Category:Sudanese_politicians,تصنيف:سياسيون_سودانيون
0,Category:Moroccan_politicians,تصنيف:سياسيون_مغاربة
0,Category:Libyan_politicians,تصنيف:سياسيون_ليبيون
0,Category:Tunisian_politicians,تصنيف:سياسيون_تونسيون
0,Category:People_of_the_Libyan_Civil_War_(2011),تصنيف:أعلام_ثورة_17_فبراير
0,Category:People_of_the_Arab_Spring,تصنيف:أعلام_الثورات_العربية
0,Category:People_of_the_Egyptian_revolution_of_2011,تصنيف:أشخاص_شاركوا_في_ثورة_25_يناير
0,Category:People_of_the_Tunisian_Revolution,تصنيف:أعلام_الثورة_التونسية
0,Category:People_of_the_Syrian_Civil_War,تصنيف:شخصيات_الحرب_الأهلية_السورية
0,Category:United_States_Secretaries_of_State,تصنيف:وزراء_خارجية_الولايات_المتحدة
0,Category:Obama_administration_cabinet_members,تصنيف:أعضاء_حكومة_إدارة_أوباما
0,Category:George_W._Bush_administration_cabinet_members,NAN
0,Category:Israeli_women_in_politics,تصنيف:سياسيات_إسرائيليات
0,Category:Bahraini_women_in_politics,تصنيف:سياسيات_بحرينيات
0,Category:Egyptian_women_in_politics,تصنيف:سياسيات_مصريات
0,Category:Emirati_women_in_politics,تصنيف:سياسيات_إماراتيات
0,Category:Iranian_women_in_politics,تصنيف:سياسيات_إيرانيات
0,Category:Iraqi_women_in_politics,تصنيف:سياسيات_عراقيات
0,Category:Jordanian_women_in_politics,تصنيف:سياسيات_أردنيات
0,Category:Kurdish_women_in_politics,تصنيف:سياسيات_كرديات
0,Category:Kuwaiti_women_in_politics,تصنيف:سياسيات_كويتيات
0,Category:Lebanese_women_in_politics,تصنيف:سياسيات_لبنانيات
0,Category:Omani_women_in_politics,NAN
0,Category:Palestinian_women_in_politics,تصنيف:سياسيات_فلسطينيات
0,Category:Qatari_women_in_politics,تصنيف:سياسيات_قطريات
0,Category:Saudi_Arabian_women_in_politics,تصنيف:سياسيات_سعوديات
0,Category:Syrian_women_in_politics,تصنيف:سياسيات_سوريات
0,Category:Turkish_women_in_politics,تصنيف:سياسيات_تركيات
0,Category:Presidents_of_Algeria,تصنيف:رؤساء_الجزائر
